,Senior Citizen,Partner,Dependents,Tenure,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Cluster
4131,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,Orange
4132,No,No,No,13,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.9,Orange
4138,No,No,No,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,Green
4140,No,No,No,63,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,Purple
4143,No,No,No,25,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,Green
4146,No,Yes,No,35,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,Purple
4149,No,Yes,No,71,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,Purple
4154,No,No,No,6,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,Green
4169,No,No,No,15,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,Green
4171,No,No,No,9,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,Orange
4174,No,No,No,37,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,Orange
4180,Yes,No,No,2,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,Orange
4182,Yes,No,No,29,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.65,Purple
4184,Yes,Yes,No,5,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,Green
4188,Yes,No,No,28,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,Purple
4190,No,Yes,No,11,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,Green
4199,No,Yes,No,55,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,Purple
4211,Yes,No,No,24,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,Purple
4212,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,Green
4213,No,No,No,6,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,Orange
4214,No,No,No,4,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,Green
4226,No,Yes,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,Green
4228,No,Yes,Yes,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,Green
4230,No,No,No,11,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,Green
4232,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,Green
4237,No,No,No,5,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,Green
4240,No,No,No,8,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,Green
4241,No,Yes,Yes,22,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,Orange
4254,No,Yes,No,29,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,Green
4255,No,Yes,No,13,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,Green
4258,Yes,Yes,No,43,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,Purple
4259,No,No,No,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,Orange
4262,Yes,No,No,2,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,Green
4265,Yes,Yes,No,66,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,Purple
4266,No,No,No,62,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,Purple
4269,No,Yes,No,17,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,Green
4272,No,Yes,No,56,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,Orange
4273,No,No,No,31,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,Green
4276,No,No,No,2,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,Orange
4287,Yes,Yes,No,66,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,Purple
4288,No,No,Yes,3,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,Green
4290,No,Yes,Yes,1,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,Orange
4292,Yes,No,No,31,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,Green
4293,No,No,No,14,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,Green
4296,No,Yes,Yes,35,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,Purple
4307,Yes,No,No,37,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,Purple
4311,No,No,No,7,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,Orange
4314,Yes,No,No,24,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,Purple
4315,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,Green
4323,No,No,No,32,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,Purple
4326,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,Green
4329,No,Yes,Yes,17,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,Green
4330,No,No,No,19,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,Green
4341,Yes,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,Orange
4343,Yes,No,No,8,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,Green
4348,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,Orange
4349,Yes,Yes,No,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,Green
4353,No,No,No,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,Green
4368,Yes,No,No,9,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,Green
4369,No,No,No,3,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,Orange
4381,Yes,No,No,49,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,Purple
4384,No,Yes,No,2,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,Green
4386,No,Yes,Yes,55,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,Purple
4393,No,Yes,No,21,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,Green
4395,No,Yes,Yes,69,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,Purple
4396,Yes,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,Orange
4402,No,No,No,39,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,Orange
4405,No,Yes,Yes,6,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,Green
4413,Yes,No,No,17,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,Green
4417,No,No,Yes,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,Green
4418,No,Yes,No,58,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,Purple
4424,No,No,Yes,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,Orange
4428,No,Yes,Yes,19,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,Green
4442,No,No,No,3,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,Green
4444,No,No,No,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,Orange
4446,Yes,No,No,3,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,Green
4448,Yes,No,No,30,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,Purple
4450,No,No,No,15,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,Orange
4453,No,Yes,No,10,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,Green
4455,No,No,No,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,Orange
4458,No,Yes,Yes,38,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,Purple
4459,No,No,No,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,Green
4462,No,No,No,16,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,Green
4463,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,Green
4464,No,No,No,12,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,Green
4466,No,No,No,4,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,Green
4468,No,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,Orange
4471,Yes,Yes,No,41,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,Purple
4476,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,Orange
4480,No,Yes,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,Green
4482,No,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,Green
4488,Yes,Yes,No,42,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,Purple
4495,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,Green
4499,No,No,Yes,12,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.3,Green
4502,No,No,No,55,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,Purple
4503,No,No,No,17,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,Green
4509,No,No,No,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,Green
4513,Yes,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,Purple
4517,Yes,Yes,No,11,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,Green
4518,Yes,No,No,8,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,Green
4520,No,Yes,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,Orange
4524,No,Yes,No,23,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,Green
4527,No,No,No,39,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,Purple
4531,No,Yes,Yes,9,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,Green
4532,No,No,No,15,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,Green
4535,No,Yes,Yes,30,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,Purple
4536,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,Green
4538,No,No,No,3,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,Green
4539,No,Yes,Yes,67,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,Purple
4541,Yes,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,Orange
4544,No,Yes,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,Green
4546,No,Yes,Yes,12,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,Green
4548,No,No,No,22,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,Green
4556,No,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,Green
4558,Yes,No,No,27,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,Green
4563,No,No,No,10,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,Green
4564,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,Orange
4569,No,No,No,22,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,Orange
4585,Yes,No,No,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,Green
4594,No,Yes,Yes,21,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,Green
4597,No,No,No,6,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,Green
4610,No,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,Purple
4613,Yes,No,No,54,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,Purple
4619,No,Yes,No,3,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,Green
4624,No,No,No,8,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,Green
4631,No,No,No,5,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,Green
4632,No,Yes,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,Orange
4638,No,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,Green
4640,No,Yes,Yes,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,Green
4642,No,Yes,Yes,65,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.8,Purple
4645,No,Yes,No,33,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,Purple
4651,No,No,No,15,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,Green
4653,No,Yes,Yes,30,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,Orange
4660,No,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,Orange
4663,Yes,No,No,4,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,Green
4664,No,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,Green
4671,No,No,No,25,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,Purple
4673,Yes,No,No,25,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.8,Purple
4675,No,No,No,43,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.0,Purple
4677,No,Yes,No,10,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,Green
4678,No,No,Yes,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,Green
4681,Yes,No,No,9,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.85,Green
4682,Yes,No,No,27,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,Green
4684,No,No,No,69,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05,Purple
4687,No,Yes,No,22,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.7,Green
4691,Yes,Yes,No,56,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.65,Purple
4698,Yes,Yes,No,66,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.55,Purple
4703,Yes,Yes,No,24,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.85,Green
4706,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.45,Orange
4719,No,No,No,36,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,Purple
4721,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,Orange
4723,No,No,No,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,Green
4725,No,No,No,1,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.05,Green
4734,No,Yes,Yes,39,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.0,Purple
4738,No,No,No,5,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,104.1,Green
4740,Yes,Yes,No,24,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.1,Orange
4746,No,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,Green
4749,No,No,No,5,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.2,Orange
4751,No,No,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.15,Orange
4753,No,Yes,Yes,4,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.85,Green
4757,No,No,No,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.1,Orange
4759,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.95,Green
4764,No,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.15,Orange
4771,No,No,No,3,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.4,Green
4773,No,No,No,44,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,53.95,Orange
4775,No,Yes,No,24,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,Green
4785,No,No,No,18,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.65,Green
4789,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,Green
4792,Yes,Yes,No,65,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.25,Purple
4795,No,Yes,No,53,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.8,Orange
4800,Yes,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,Green
4810,Yes,No,No,15,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,Green
4811,No,No,No,4,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.0,Orange
4812,No,No,No,9,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.25,Green
4814,No,No,No,22,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.0,Green
4815,No,No,No,38,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,Purple
4819,No,No,Yes,53,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,Orange
4823,No,No,No,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,Orange
4826,Yes,No,No,8,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,Green
4827,No,No,Yes,16,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,Green
4837,No,Yes,Yes,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,Green
4839,Yes,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.75,Green
4842,Yes,No,No,9,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.55,Orange
4847,Yes,No,No,37,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,Purple
4848,No,No,No,5,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,Green
4851,Yes,No,No,3,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.4,Green
4856,No,Yes,Yes,31,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,Purple
4862,No,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,Green
4868,No,Yes,No,37,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,Purple
4874,No,No,No,38,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.9,Purple
4875,Yes,Yes,No,48,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,Purple
4876,No,No,No,10,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,Green
4883,Yes,No,No,8,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,Orange
4893,No,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,Orange
4898,No,No,No,3,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,Orange
4899,No,No,Yes,4,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.05,Green
4900,Yes,Yes,No,37,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,Purple
4901,No,No,No,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,Green
4903,No,No,No,5,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,Green
4908,Yes,No,No,28,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,Purple
4910,No,No,No,30,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.35,Purple
